0	2500.2500250025
1	2335.5647664766475
2	2004.6156615661566
3	1741.3228722872286
4	1527.3829182918291
5	1346.4699869986998
6	1198.4146314631464
7	1084.9051405140515
8	976.8968696869687
9	879.6236223622362
10	806.417891789179
11	745.2452145214521
12	689.3640564056406
13	631.6966096609661
14	589.2239423942394
15	541.2093309330933
16	497.0139613961396
17	457.53269326932696
18	426.6009900990099
19	395.9445344534453
20	375.15253525352534
21	350.9233223322332
22	324.4071107110711
23	306.5899289928993
24	288.7086208620862
25	270.7213321332133
26	253.16075607560757
27	236.9152515251525
28	222.08707870787077
29	211.23078307830784
30	196.42885288528853
31	186.3021202120212
32	176.16834683468346
33	166.52855285528554
34	158.98268826882688
35	154.97273727372738
36	147.39199919991998
37	138.8207120712071
38	132.63840384038403
39	126.74643464346434
40	120.57496749674968
41	113.25599559955995
42	108.84856485648565
43	103.82496249624963
44	101.35755575557556
45	94.9037903790379
46	92.76577657765776
47	88.79224922492249
48	84.8945894589459
49	80.81571157115711
50	79.04407440744075
51	76.01506150615062
52	73.71216121612161
53	71.81577157715772
54	68.46797679767977
55	66.62473247324732
56	63.007480748074805
57	61.46951695169517
58	58.73844384438444
59	57.26132613261326
60	55.21143114311431
61	53.47779777977798
62	51.98469846984698
63	50.05703570357036
64	49.3044404440444
65	48.48964896489649
66	47.025352535253525
67	46.39520952095209
68	44.70625062506251
69	43.2980598059806
70	42.137293729372935
71	40.94757475747575
72	39.88289828982898
73	38.63464346434643
74	37.10642064206421
75	35.72960296029603
76	34.63208320832083
77	34.45012501250125
78	33.7986198619862
79	33.009110911091106
80	32.40942094209421
81	31.532393239323934
82	30.202220222022202
83	29.376367636763675
84	29.054635463546354
85	28.4001400140014
86	27.52919291929193
87	27.03067306730673
88	26.122182218221823
89	25.57020702070207
90	25.395619561956195
91	24.738583858385837
92	24.207740774077408
93	23.453755375537554
94	23.286858685868587
95	22.331333133313333
96	22.28001800180018
97	21.434393439343935
98	21.25889588958896
99	20.327142714271428
100	20.03844384438444
101	19.536423642364237
102	19.174077407740775
103	18.953345334533452
104	18.434913491349135
105	17.96976697669767
106	17.685998599859985
107	17.048314831483147
108	16.617481748174818
109	16.566136613661367
110	16.17157715771577
111	15.817601760176018
112	15.55028502850285
113	15.414411441144114
114	15.335113511351135
115	15.164236423642365
116	14.792459245924592
117	14.424382438243825
118	14.284468446844684
119	13.931813181318132
120	13.852045204520453
121	13.506360636063606
122	13.273827382738274
123	13.02066206620662
124	12.849054905490549
125	12.26015601560156
126	12.175047504750475
127	12.05007500750075
128	11.912201220122013
129	11.726902690269027
130	11.325592559255925
131	11.138553855385538
132	10.857005700570056
133	10.676077607760776
134	10.582718271827183
135	10.351335133513352
136	10.036423642364236
137	10.025682568256826
138	9.814851485148514
139	9.727152715271528
140	9.675197519751976
141	9.382578257825783
142	9.235333533353336
143	9.112951295129513
144	8.984788478847884
145	8.853245324532454
