0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	2
10	1
11	4
12	12
13	20
14	27
15	56
16	82
17	136
18	189
19	263
20	344
21	364
22	454
23	506
24	553
25	621
26	632
27	656
28	632
29	565
30	502
31	466
32	435
33	367
34	312
35	273
36	213
37	189
38	153
39	119
40	106
41	85
42	71
43	48
44	50
45	41
46	42
47	41
48	19
49	32
50	21
51	19
52	18
53	10
54	6
55	13
56	10
57	11
58	9
59	6
60	12
61	10
62	6
63	8
64	1
65	3
66	3
67	1
68	8
69	4
70	4
71	4
72	5
73	2
74	3
75	1
76	6
77	5
78	2
79	2
80	1
81	3
82	2
83	1
84	2
85	1
86	1
87	2
88	0
89	0
90	1
91	1
92	2
93	1
94	1
95	1
96	0
97	1
98	0
99	0
100	1
101	3
102	2
103	1
104	4
105	0
106	1
107	0
108	2
109	3
110	2
111	0
112	0
113	0
114	0
115	1
116	1
117	0
118	1
119	1
120	2
121	1
122	0
123	2
124	0
125	2
126	2
127	1
128	1
129	0
130	1
131	2
132	0
133	1
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	1
142	0
143	2
144	0
145	2
146	0
147	1
148	0
149	1
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	2
159	0
160	0
161	0
162	0
163	0
164	2
165	1
166	0
167	1
168	0
169	0
170	0
171	0
172	0
173	0
174	1
175	0
176	1
177	0
178	1
179	0
180	1
181	0
182	1
183	0
184	1
185	0
186	1
187	1
188	0
189	0
190	0
191	0
192	1
193	0
194	0
195	0
196	0
197	0
198	1
199	0
200	0
201	0
202	0
203	1
204	1
205	0
206	0
207	0
208	0
209	1
210	0
211	0
212	0
213	1
214	0
215	0
216	0
217	0
218	0
219	0
220	1
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	1
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	1
240	0
241	0
242	0
243	0
244	0
245	0
246	1
247	0
248	0
249	0
250	1
251	0
252	0
253	0
254	2
255	1
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	1
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	1
281	0
282	1
283	0
284	0
285	2
286	0
287	0
288	2
289	0
290	1
291	0
292	1
293	0
294	0
295	0
296	0
297	0
298	1
